Roll: 0901EE22
Semester Wise Details
Subject,Credits,Type,Grade,Sem
CH101,8,CORE,BC,1
CH110,3,CORE,AB,1
EE101,8,CORE,AB,1
HS101,6,CORE,CC,1
MA101,8,CORE,BB,1
ME110,3,CORE,AB,1
ME111,7,CORE,BB,1
PH101,6,CORE,BC,1
CH102,6,CORE,BC,2
CS101,6,CORE,BC,2
CS110,3,CORE,BB,2
EE102,4,CORE,BB,2
MA102,8,CORE,AB,2
ME101,8,CORE,BB,2
PH102,6,CORE,BB,2
PH110,3,CORE,AB,2
CS201,9,CORE,BB,3
EE200,6,CORE,BB,3
EE201,6,CORE,BC,3
EE202,3,CORE,BB,3
EE220,8,CORE,BB,3
HS201,6,HS ELECTIVE,BB,3
MA201,8,CORE,AA,3
EE203,6,CORE,F,4
EE204,3,CORE,F,4
EE230,8,CORE,F,4
EE280,6,CORE,F,4
EE281,3,CORE,F,4
HS202,6,HS Elective,F,4
MA225,8,CORE,F,4
MA251,6,Elective-Sc.,F,4
