Roll: 0801EE33
Semester Wise Details
Subject,Credits,Type,Grade,Sem
CH101,8,CORE,DD,1
CH110,3,CORE,BB,1
EE101,8,CORE,DD,1
HS101,6,CORE,CD,1
MA101,8,CORE,DD,1
ME111,7,CORE,DD,1
PH101,6,CORE,DD,1
PH110,3,CORE,CC,1
CH102,6,CORE,DD,2
CS101,6,CORE,CD,2
CS110,3,CORE,CD,2
EE102,4,CORE,CD,2
MA102,8,CORE,DD,2
ME101,8,CORE,CC,2
ME110,3,CORE,BB,2
PH102,6,CORE,CD,2
CS201,9,CORE,DD,3
EE200,6,CORE,CC,3
EE201,6,CORE,DD,3
EE202,3,CORE,DD,3
EE220,8,CORE,CD,3
HS221,6,HS Elective,CD,3
MA201,8,CORE,DD,3
EE203,6,CORE,CC,4
EE204,3,CORE,CC,4
EE230,8,CORE,CD,4
EE280,6,CORE,DD,4
EE281,3,CORE,CD,4
HS223,6,HS ELECTIVE,CC,4
MA225,8,CORE,CD,4
MA251,6,Elective-Sc.,DD,4
EE310,6,CORE,DD,5
EE311,3,CORE,DD,5
EE320,6,CORE,DD,5
EE331,3,CORE,F,5
EE350,6,CORE,F,5
EE370,6,CORE,F,5
EE371,3,CORE,F,5
EE380,6,CORE,DD,5
EE304,4,CORE,F,6
EE321,3,CORE,F,6
EE322,6,CORE,F,6
EE340,6,CORE,F,6
EE351,6,CORE,F,6
EE360,6,CORE,F,6
EE361,3,CORE,F,6
HS331,6,HS Elective,F,6
EE310,6,CORE,F,7
EE311,3,CORE,F,7
EE320,6,CORE,DD,7
EE331,3,CORE,F,7
EE350,6,CORE,F,7
EE370,6,CORE,F,7
EE371,3,CORE,F,7
EE380,6,CORE,DD,7
